Incident Type,Location,Summary,Timestamp,Price Category,Latitude,Longitude
Grand Theft- Micro Mobility Device,9500 Gilman DR,"Secured electric scooter stolen, loss $1.500.00",2024-08-19 17:30:00,Low,32.8751977,-117.2409942
Petty Theft,Computer Science and Engineering Building,"Secured bicycle stolen, loss $450.00",2024-08-21 20:00:00,Expensive,32.88180060000001,-117.2335235
Petty Theft,Piedra Building,Secured bicycle stolen; loss $400,,Expensive,,
Petty Theft - Micro Mobility Device,Center For Memory And Recording Research,"Unsecured electric bicycle stolen, loss $900.00",2024-08-25 22:00:00,Expensive,32.88049,-117.2354682
Grand Theft - Micro Mobility Device,Humanities & Social Sciences Building,"Electric scooter and backpack taken from unlocked office, amount of loss unknown",2024-08-26 18:30:00,Low,,
Petty Theft,Rimac,"Via 911 call, report of stolen scooter, referred to non-emergency line and online reporting",2024-08-26 21:33:00,Low,32.8851041,-117.2404977
Petty Theft - Micro Mobility Device,Franklin Antonio Hall,"Secured electric bicycle stolen, loss $499.00",2024-08-27 18:00:00,Expensive,32.8835013,-117.2349145
Petty Theft - Micro Mobility Device,Leichtag Family Foundation,"Secured electric bicycle stolen, loss $600.00",2024-09-03 10:35:00,Expensive,32.8767963,-117.2372406
Petty Theft - Micro Mobility Device,Main Gymnasium,Secured electric scooter stolen; loss $400.00,2024-09-06 20:00:00,Expensive,32.8771494,-117.2412479
Petty Theft,Piedra - 9th Floor,"Stolen bicycle, loss $939.00, victim does not desire report",,Expensive,,
Petty Theft,Frankfurter Hall,"Secured bicycle stolen, loss $100.00",2024-09-15 17:00:00,Medium,32.8846291,-117.2329765
Report of Petty Theft,Scholars Parking On Scholars Drive North,Green mountain bike was taken from the first level directly under the Catalyst Building- loss is $500.00,2024-09-20 21:30:00,Expensive,32.8798209,-117.2415082
Grand Theft/Micromobility,Geneva Hall,Subject took secured electric bicycle (unknown value) and bike rack (value: $300),2024-09-21 02:58:00,Expensive,32.8855413,-117.2420642
Report of Grand Theft/Micromobility,Geneva Hall,"Related to earlier case. Secured, electric bicycle valued at $1,800",2024-09-22 18:30:00,Expensive,32.8855413,-117.2420642
Petty Theft,Gilman Drive,"Secured bike from the bike racks, value is $600.00",2024-09-22 05:00:00,Expensive,32.8648237,-117.2364128
Report Of Petty Theft- Micro Mobility Device,Torrey Pines Center South On Torrey Pines Road,Unknown suspect forcefully removed Victims secured e-bike without permission- Value is $ 850.00,2024-09-25 17:00:00,Expensive,32.8905271,-117.2430509
Report of Petty Theft - Micromobility,Center Hall,Unknown subject stole reporting party's scooter without permission. Estimated loss of $500,2024-09-26 12:00:00,Expensive,32.8775468,-117.2374084
Report of Petty Theft - Micromobility,Copa Vida Café,Unknown subject cut reporting party's lock and stole their scooter. Estimated loss of $350,2024-09-26 13:40:00,Expensive,,
Report of Grand Theft - Micromobility,Peterson Hall,Reporting party's secured scooter was stolen from location. Estimated loss of $1000,2024-09-26 19:40:00,Expensive,32.8799725,-117.2403292
Report of Grand Theft - Bicycle,Canyonview Pool,Subject's secured bicycle was stolen without permission form location. Estimated loss of $310,2024-09-23 11:55:00,Expensive,32.8805864,-117.2318744
Petty Theft - Micro Mobility Device,Mandeville Lane,"Secured Electric Scooter Stolen, Loss $500",2024-09-27 11:20:00,Expensive,32.8775173,-117.2385697
Petty Theft - Micro Mobility Device,Design and Innovation Building,Secured Electric Scooter Stolen; Loss $700,2024-09-28 15:40:00,Expensive,32.8794117,-117.2322377
Petty Theft,Gymnasium,Secured Electric Scooter Stolen; Loss $300,2024-09-28 12:25:00,Expensive,,
Grand Theft,Vela,Secured bicycle stolen; Loss $985.00,2024-09-30 21:00:00,Expensive,,
Petty Theft,Vela,Secured Bicycle stolen; Loss $120.00,2024-09-30 12:20:00,Low,,
Petty Theft - Micro Mobility Device,Rita Atkinson Residences,Secured Electric Scooter Stolen; Loss $350.00,2024-09-30 12:32:00,Expensive,32.872898,-117.2353067
Grand Theft - Micro Mobility Device,Torrey Pines Center - South,"Secured Bicycle stolen, Loss $850.00",2024-09-30 15:00:00,Expensive,32.8905271,-117.2430509
Petty Theft - Micro Mobility Device,Peterson Hall,Secured Electric Scooter Stolen; Loss $400,2024-09-30 17:50:00,Expensive,32.8799725,-117.2403292
Petty Theft - Micro Mobility Device,Design and Innovation Building,Secured Electric Scooter Stolen; Loss $377.00,2024-09-30 19:11:00,Expensive,32.8794117,-117.2322377
Petty Theft - Micro Mobility Device,Peterson Hall,Secured Electric Scooter Stolen; Loss 600,2024-09-30 16:50:00,Low,32.8799725,-117.2403292
Petty Theft - Micro Mobility Device,Mandeville Lane,Secured Electric Scooter Stolen; Loss $300,2024-09-30 18:30:00,Expensive,32.8775173,-117.2385697
Petty Theft - Micro Mobility Device,Torrey Pines Center - South,"Secured Electric Scooter Stolen; Loss $1,500",2024-10-01 13:00:00,Low,32.8905271,-117.2430509
Grand Theft - Micro Mobility Device,Pepper Canyon Hall,"Usecured electric scooter stolen, loss $1000.00",2024-10-02 18:30:00,Expensive,32.8783769,-117.2337607
Petty Theft - Micro Mobility Device,Ledden Auditorium,"Secured electric scooter stolen, loss $295.00",2024-10-02 17:55:00,Expensive,32.87885540000001,-117.2416896
Petty Theft - Micro Mobilty Device,Geisel Library,"Secured electric scooter stolen, loss $300.00",2024-10-02 20:25:00,Expensive,32.881092,-117.2375659
Petty Theft - Micro Mobility Device,Jacobs Hall,"Secured electric scooter and bike lock stolen, loss $235.00",2024-10-03 17:19:00,Expensive,32.8816988,-117.2352306
Petty Theft,York Hall,Unknown male subject attempted to steal a scooter,2024-10-04 13:33:00,Low,32.8745478,-117.2400077
Petty Theft,Galbraith Hall,Secured electric scooter stolen; loss $500.00,2024-10-04 12:50:00,Expensive,32.8737102,-117.2409723
Petty Theft,Miramar Street,Secured bicycle stolen; loss $350.00,2024-10-04 14:05:00,Expensive,32.8735076,-117.2238704
Petty Theft,Peterson Hall,Secured electric scooter stolen; loss $538.73,2024-10-04 14:46:00,Expensive,32.8799725,-117.2403292
Petty Theft,Seventh College West #6,"Secured bicycle stolen, loss $300.00",2024-10-05 16:00:00,Expensive,,
Petty Theft,Earth Hall North,"Secured bicycle stolen, loss of $550.00",2024-10-05 19:00:00,Expensive,32.8856567,-117.2428338
Petty Theft - Micro Mobility Device,Jacobs Hall,"Secured electric scooter stolen, loss $300.00",2024-10-05 22:35:00,Expensive,32.8816988,-117.2352306
Petty Theft - Micro Mobility Device,Franklin Antonio Hall,Secured electric scooter stolen; loss $700.00,2024-10-02 19:00:00,Expensive,32.8835013,-117.2349145
Petty Theft - Micro Mobility Device,York Hall,Secured electric scooter stolen; loss $900.00,2024-10-07 13:00:00,Expensive,32.8745478,-117.2400077
Courtesy Report for Outside Agency - Grand Theft,9865 Towne Centre Drive,"Secured bicycle stolen from off campus location and recovered on campus, loss $1,000.00",2024-10-07 16:29:00,Medium,32.8862471,-117.2149726
Petty Theft - Micro Mobility Device,Wells Fargo Hall,Secured electric bicycle stolen; loss $500.00,2024-10-07 17:20:00,Expensive,32.88696,-117.2417952
Petty Theft - Micro Mobility Device,Center Hall,Secured electric scooter stolen; loss 600.00,2024-10-07 17:50:00,Low,32.8775468,-117.2374084
Petty Theft - Micro Mobility Device,Center Hall,Secured electric scooter stolen; loss $450.00,2024-10-07 18:15:00,Expensive,32.8775468,-117.2374084
Petty Theft,Geisel Library,"Secured electric scooter stolen, loss $480.00",2024-10-07 19:30:00,Expensive,32.881092,-117.2375659
Petty Theft,Frankfurter Hall,"Secured bicycle stolen, loss $450.00",2024-10-05 23:59:00,Expensive,32.8846291,-117.2329765
Petty Theft - Micro Mobility Device,Price Center West - Target,"Secured electric scooter stolen, loss $200.00",2024-08-15 19:00:00,Expensive,32.8794123,-117.2368497
Petty Theft,Gilman Parking,"Secured bicycle stolen, loss $50.00",2024-10-08 13:00:00,Medium,32.8773774,-117.2338526
Petty Theft - Micro Mobility Device,Voigt Drive,"Secured electric scooter stolen, loss $600.00",2024-10-08 15:55:00,Expensive,32.8811362,-117.2295642
Petty Theft - Micro Mobility Device,Trolley - Central Campus,"Secured electric scooter stolen, loss $377.00",2024-10-08 22:45:00,Expensive,,
Petty Theft,Sally T Wongavery Library,Reporting party requesting phone report for stolen bicycle,2024-10-09 14:05:00,Low,32.8752695,-117.2369405
Petty Theft - Micro Mobility Device,Blake Hall,"Secured electric scooter and bike lock stolen, loss $525.00",2024-10-09 14:00:00,Expensive,32.8749765,-117.2417333
Grand Theft - Micro Mobility Device/ Drug Law Violations/Warrant Arrest,Trolley - La Jolla Health Station,Non-affiliate male contacted after being found in possession of a reported stolen scooter that,2024-10-09 17:32:00,Low,,
Report of Petty Theft - Micro Mobility Device,Social Sciences Research Building,"Secured electric scooter stolen, loss $530",2024-10-10 13:50:00,Expensive,32.8807041,-117.2400766
Report of Petty Theft - Micro Mobility Device,Geisel Library,"Secured electric scooter stolen, loss $227",2024-10-10 22:00:00,Expensive,32.881092,-117.2375659
Petty Theft - Micro Mobility Device,Pepper Canyon Hall,"Secured electric scooter stolen, loss $400",2024-10-09 22:00:00,Expensive,32.8783769,-117.2337607
Petty Theft - Bicycle,Tierra,"Secured bike stolen, loss $100",2024-10-10 20:00:00,Medium,,
Petty Theft,Muir Biology and Applied Physics,Secured Electric Scooter Stolen; Loss $300,2024-10-11 16:55:00,Expensive,,
Petty Theft,Miramar Street,Secured Bicycle stolen; Loss $600,2024-10-11 18:20:00,Expensive,32.8735076,-117.2238704
Petty Theft,Innovation Lane,Secured Electric Scooter Stolen; Loss $400,2024-10-09 21:55:00,Expensive,32.8792475,-117.2316562
Report of Grand Theft - Bicycle,York Hall,"Secured bicycle was stolen, loss of $1000. No answer on callback",2024-10-12 14:37:00,Expensive,32.8745478,-117.2400077
Report of Petty Theft,Marshall Residential Life,Report of missing and found skateboard,2024-10-12 23:48:00,Low,,
Report of Petty Theft - Bicycle,Brisa,"Secured bicycle was stolen, loss of $1590",2024-10-12 23:35:00,Expensive,,
Petty Theft - Bicycle,Price Center/Target,"Secured electric scooter was stolen, loss of $349.99",2024-10-11 23:00:00,Expensive,32.8798916,-117.2363115
Report Of Grand Theft- Micro Mobility Device,Galbraith Hall,Secured e-500 cosmic blue scooter taken from the bike rails outside the hall.,2024-10-11 22:30:00,Low,32.8737102,-117.2409723
Report of Petty Theft- Micro Mobility Device,Geisel Library On Hopkins Drive,Secured electric scooter was taken by an unknown suspect at the bicycle rack west of the Geisel Library entrance. Value is $400.00,2024-10-13 21:47:00,Expensive,32.881092,-117.2375659
Petty Theft - Micro Mobility Device,Center Hall,Secured Electric Scooter Stolen; Loss $300,2024-10-14 11:50:00,Expensive,32.8775468,-117.2374084
Grand Theft - Micro Mobility Device,Design and Innovation Building,Secured Electric Scooter Stolen; Loss $289,2024-10-14 22:18:00,Expensive,32.8794117,-117.2322377
Petty Theft,Gilman Drive,Secured Electric Scooter Stolen; $500,2024-10-14 16:50:00,Expensive,32.8648237,-117.2364128
Petty Theft - Micro Mobility Device,Center Hall,Secured Electric Scooter Stolen; Loss $250,2024-10-15 16:05:00,Expensive,32.8775468,-117.2374084
Petty Theft - Micro Mobility Device,Geisel Library,Secured Electric Scooter Stolen; Loss $650,2024-10-15 15:40:00,Expensive,32.881092,-117.2375659
Petty Theft,York Hall,Reporting party's scooter was left in a classroom yesterday and is now lost,2024-10-16 11:21:00,Low,32.8745478,-117.2400077
Grand Theft,Azad,"Unsecured bicycle stolen, loss $2000.00",2024-10-16 10:00:00,Expensive,,
Grand Theft- Micro Mobility,Geisel Library,"Secured electric scooter stolen, loss $1000.00",2024-10-16 18:00:00,Expensive,32.881092,-117.2375659
Petty Theft - Micro Mobility Device,Geisel Library,"Secured electric scooter stolen, loss $450.00",2024-10-16 13:50:00,Expensive,32.881092,-117.2375659
Petty Theft- Micro Mobility Device,Ledden Auditorium,"Secured electric scooter stolen, loss $379.00",2024-10-11 18:00:00,Expensive,32.87885540000001,-117.2416896
Petty Theft- Micro Mobility Device,Center Hall,"Secured electric scooter stolen, loss $625.00",2024-10-17 13:50:00,Expensive,32.8775468,-117.2374084
Petty Theft- Micro Mobility Device,Biology Building,"A secured electric scooter stolen, loss $400.00",2024-10-15 16:00:00,Expensive,,
Petty Theft - Micro Mobility Device,Biology Building,"A secured electric scooter stolen, loss $400.00",2024-10-17 16:00:00,Expensive,,
Petty Theft - Micro Mobility,Geisel Library,"Secured electric scooter stolen, loss $250.00",2024-10-17 17:00:00,Expensive,32.881092,-117.2375659
Petty Theft,Pangea Drive,Secured bicycle stolen; loss $300.00,2024-10-18 19:00:00,Expensive,32.8838111,-117.2433318
Petty Theft,Plant Power - Catalyst,Secured bicycle stolen; loss $350.00,2024-10-18 14:40:00,Expensive,,
Petty Theft - Micro Mobility Device,Pepper Canyon Hall,Secured electric scooter stolen; loss $188.00,2024-10-18 14:40:00,Expensive,32.8783769,-117.2337607
Petty Theft - Micro Mobility Device,Showa Ramen,Secured electric scooter stolen; loss $230.00,2024-10-18 17:50:00,Expensive,32.8809105,-117.2408997
Petty Theft - Micro Mobility Device,Applied Mathematics and Physics,"Unsecured, electric skateboard stolen, loss of $850.00",2024-10-19 16:00:00,Expensive,,
Petty Theft,64 Degrees,Secured bicycle stolen; loss $600.00,2024-10-20 22:00:00,Expensive,32.8747459,-117.2420341
Petty Theft - Micro Mobility Device,Center Hall,Secured electric scooter stolen; loss $425.00,2024-10-21 20:00:00,Expensive,32.8775468,-117.2374084
Petty Theft - Micro Mobility Device,Center Hall,Secured electric scooter stolen; loss $800.00,2024-10-21 16:53:00,Expensive,32.8775468,-117.2374084
Petty Theft - Micro Mobility Device,La Jolla Del Sol Apartments,Secured electric bicycle stolen; loss $400.00,2024-10-21 19:00:00,Expensive,32.8655512,-117.2230338
Petty Theft - Micro Mobility Device,Ridge walk Academic Building,Secured electric scooter stolen; loss $300.00,2024-10-21 20:30:00,Expensive,32.8816297,-117.2407435
Petty Theft - Micro Mobility Device,Geisel Library,Secured electric scooter stolen; loss $400.00,2024-10-21 20:30:00,Expensive,32.881092,-117.2375659
Grand Theft,Ledden Auditorium,"Unsecured bicycle stolen; loss $3,500",2024-10-21 20:30:00,Expensive,32.87885540000001,-117.2416896
Petty Theft - Micro Mobility Device,Central Campus Trolley,"Secured electric scooter stolen, amount of loss unknown",2024-10-21 19:15:00,Low,,
Petty Theft - Micro Mobility Device,Pepper Canyon Apartments,Secured electric scooter stolen; loss $350.00,2024-10-21 20:44:00,Expensive,32.8775872,-117.2306142
Petty Theft - Micro Mobility Device,Tioga Hall,"Secured electric scooter stolen, loss $900.00",2024-10-22 19:00:00,Expensive,32.8790439,-117.2433669
Petty Theft - Micro Mobility Device,Thurgood Marshall,Secured electric bicycle stolen; loss $175.00,2024-10-22 22:00:00,Expensive,32.8837571,-117.2415999
Petty Theft,Latin America Hall,"Secured bicycle stolen, loss $500.00",2024-10-21 22:00:00,Expensive,32.8851058,-117.2434705
Petty Theft - Micro Mobility Device,Applied Physics and Mathematics,Secured electric scooter stolen; loss $425.00,2024-10-22 15:30:00,Expensive,32.8795424,-117.2411535
Grand Theft - Micro Mobility Device,Center Hall,"Secured electric bicycle stolen; loss $1,400",2024-10-22 19:00:00,Low,32.8775468,-117.2374084
Petty Theft - Micro Mobility Device,Franklin Antonio Hall,Secured electric scooter stolen; loss $450.00,2024-10-22 18:00:00,Expensive,32.8835013,-117.2349145
Petty Theft - Micro Mobility Device,Trolley - Central Campus Station,"Secured electric scooter stolen, loss $300.00",2024-10-22 18:00:00,Expensive,32.878353,-117.231842
Petty Theft,Trolley - Central Campus Station,Reporting party reporting a stolen scooter but is requesting surveillance,2024-10-22 19:16:00,Low,32.878353,-117.231842
Grand Theft - Micro Mobility Device,Ridge walk,"Secured electric scooter stolen, loss $2,500.00",2024-10-22 00:00:00,Expensive,32.8816297,-117.2407435
Grand Theft - Micro Mobility Device,Geisel Library,"Secured electric bicycle stolen; loss $1,100",2024-10-22 20:00:00,Low,32.881092,-117.2375659
Petty Theft,"One Miramar Street, Building 2",Secured bicycle stolen; loss $180.00,2024-10-23 22:15:00,Expensive,32.8737372,-117.2268607
Grand Theft - Micro Mobility Device/ Obstruct Peace Officer/ Drug Law Violations,York Hall,Non-affiliate male contacted for attempting to steal a secured electric bicycle,2024-10-23 12:29:00,Low,32.8745478,-117.2400077
Petty Theft,Wells Fargo Hall,"Secured bicycle stolen, loss $525.00",2024-10-23 13:55:00,Expensive,32.88696,-117.2417952
Petty Theft,Trolley - Central Campus Station,Secured bicycle stolen; loss $499.00,2024-10-20 15:30:00,Expensive,32.878353,-117.231842
Petty Theft - Micro Mobility Device,Pepper Canyon Hall,Secured electric scooter stolen; loss $300.00,2024-10-23 12:50:00,Expensive,32.8783769,-117.2337607
Grand Theft - Micro Mobility Device,Warren Lecture Hall,"Secured electric scooter stolen; loss $1,000.00",2024-10-23 18:52:00,Medium,32.8805918,-117.2344208
Petty Theft - Micro Mobility Device,Pepper Canyon Hall,Secured electric scooter stolen; loss $200.00,2024-10-22 01:30:00,Expensive,32.8783769,-117.2337607
Grand Theft- Micro Mobility Device,Gilman Drive,"Secured electric scooter stolen, loss $400.00",2024-10-25 14:50:00,Expensive,32.8648237,-117.2364128
Grand Theft- Micro Mobility Device,Podemos Building,"Secured bicycle stolen, loss $599.99",2024-10-25 14:40:00,Expensive,32.873384,-117.2416521
